정부,키워드,문장
박근혜정부,이해,책과 삶 노년 또 다른 가능성의 시간이다 나이듦을 배우다 마거릿 크룩섕크 지음 이경미 옮김 동녘 쪽 만 원 노인 과 그들의 늙음 에 대해 떠올려보자 미적으로 아름답지 않고 경제적으로 생산성이 떨어진다 특히 노년의 여성에 대한 이미지는 더 안 좋다 서양의 옛 동화에서 노년 여성은 마녀거나 적어도 심술쟁이였다 현대에 들어서도 노년 여성은 가정 내 돌봄 노동의 주 노년 가능성 나이듦 이경미 마거릿 크룩섕크 동녘 쪽 만 노인 미적 경제적 생산성 노년 여성 이미지 서양 동화 노년 여성 마녀 심술쟁이 현대 노년 여성 가정 노동 주역 호출 노인 잉여 노인 칭찬 생각 사고방식 나이 불필요 젊음 생산성 숭상 사회 안티에이징 요구 안티 흑인 안티 여성 노화 반대 계절 변화 반대 발상 여성학자 노년학자 마거릿 크룩섕크 나이듦 원제 노년 통념 도전 대항문화 노년학 정립 건강 생계 여성 소수 인종 노인 처지 노인 공포 젊음 숭상 문화 연결 현대 선진국들 고령사회 진입 노인 인구 비노인층 위협 공포 팽배 저자 이성 두려움 노인 복지 비용 비노인층 경제적 곤궁 전망 근거 사회 노인 의료비 노인 시절 의료비 저축 노인들 노인 노인 영토 침범 칡넝쿨 사회 일원 사실 노인 복지 비용 정치적 사실 노인 특성 이야기 신체 쇠락 관점 노인 환자 유년기 사춘기 사람 신체 특성 평가 신체 상태 노인 파악 부당 의료계 제약업계 노인 약물 투약 표적 고질병 치료 다중 복용 건강 악화 사례 비일비재 질병들 제약회사 영리 유지 상황 노화 쇠락 운동 부족 흡연 중독 영양 결핍 낙상 스트레스 질병 구분 노화 생물학 필연 사회 구성물 계층 인종 노화 정도 규정 년대 부유 미국인들 가난 미국인들 년 년 차이 년 양극화 기대수명 양극화 흥미 지점 노년학 사회 현대 자본주의 강제 주류 문화 대항문화 격상 인간 평생 경험 총합 시장경제 가치 평가 현대 사회 인간 생산 게으름 자기계발 매진 사회 은퇴 분주 강요 자원봉사 노인 건강 제안 분주 무능 의존 반대말 미국 작가 힐라 콜먼 대 쓸모 존재 존재 생각 자신 침잠 고요 인간 문명 생산 소비 자연 지배 자신 취약 이해 가능 노년 생산 약화 쇠락 질병 가능성 대 저자 세월 대학 여성 노화 수업 경험 학생들 신진대사 시력 청력 피부 인정 나이 즐거움 신체 제약 심정 연령차별 인종차별 성차별 동성애 혐오 사회문제 목록 저자 주장 시민권 운동 여성운동 성소수자운동 노인운동 요즘 각계 여성혐오 논쟁 직장 노인 노동자 처지 대중매체 대중 매체 노인 표현 노인 외모 비하 노인들 내면화 연령차별주의 이야기 저자 한국어판 서문 한국인들 전통적 의식 쇠퇴 광범위 성형수술 유혹 고령화 이야기 전반적 생활 수준 경제 성장 한국 노인들 가난 지속적 노동 한국 노인 우울증 자살률 서구사회 개인주 전통 운전 거동 노인 낙담 서구식 개인주 전통 사회 현대 한국 전철 가능성 행정부 도널드 트럼프 정책 미국 한인 인종차별 스트레스 학술 성격 문제의식 문체 일반 독자 무리 현대 한국 미국 생산성 분주 마거릿 크룩섕크 대항문화 나이듦 노년학 노인들 대중매체 가능성 양극화 콜먼 미국인들 미국인 도널드 구성물 시간 의료비 인종차별 개인주 비노인층 자본주의
박근혜정부,이해,독점 연재 공 문제 풀자 의 편지정치 김시대엔 여백과 함축 있었다 년 월 일 제 대 국회의원 총선 결과로 한국 정치는 새로운 판이 열렸다 이른바 여소야대 당 체제가 등장했다 언론에선 노 김 노태우 김대중 김영삼 김종필 체제라 부르기도 했다 집권당인 민정당은 과반의석 석 에 크게 못 미치는 석을 차지했다 내가 이끈 신민주공화당은 국회 교섭단체 기준 의석 석 을 크게 공 편지정치 김 시대 여백 함축 김종필 소이부답 여소야대 캐스팅 보트 영수 회담 제의 화답 직설 단선 정치 방식 생략 절제 언어 한자 편지 결과 국회의원 총선 한국 정치 여소야대 체제 등장 언론 노 노태우 김대중 김영삼 김종필 체제 집권당 민정당 과반의석 석 석 차지 신민주공화당 국회 교섭 단체 기준 의석 석 상회 석 대선 등 김대중 총재 평화민주당 석 김영삼 총재 통일민주당 석 제 야당 정권교체 실패 자책 침체 야권 분위기 활기 정국 주도 조건 야대 상황 정권 전두환 잘잘못 청산 환경 조성 김영삼 김대중 김씨 불신 앙금 사람 악수 손바닥 정도 악수 스킨십 친밀감 전달 사람 가까이 기운 만큼 치열 인간미 정치 상대방 자극 경쟁자 정치문화 나름 노력 제 당 총재 정상 자리 야망 접촉 부담 물고기 방향 꼬리지느러미 체제 여소야대 흐름 의석수 제일 신민주공화당 조정 생각 독주 체제 캐스팅보트 행사 국회의장 김재순 국회 의장 구조 황금분할 총선 일주일 일 김씨 편지 김 정국 영수 회담 제의 전화 사람 편지 선택 정성 편지 마음 성의 친밀감 평소 전용 메모지 세로 정성 품격 편지 이희일 비서실장 사람 차례 전달 총선 성과 축하 말씀 국정 회동 합의 생각 의견 답장 감사 올림 신민주공화당 김종필 총재 한자 생략 절제 시사 미학 직설 단선 완곡 여백 총재 언론 정치 표현 단 정치방식 예의 격조 글월 정국 편지 이틀 하루 답신 사람 전용 편지지 사인펜 붓펜 정성 동의 정치 함축 여운 난제 과거 편지정치 묘미 귀빈식당 여의도 국회 귀빈 식당 총재회담 총재 회담 서울 공식적 년 회담 회담 주최 초안 현안 합의문 준비 토대 김씨 자신들 의견 가감 방식 진행 정치 합의 서로 자신 주장 양보 납득 이치 집약 이날 합의 키워드 청산 야권 특위 비리 조사 광주민주화 운동 진상 규명 특위 특위 구성 편지정치 효과 덕분 공조 시작 순조 김씨 생각 판단 야권 선명 경쟁 거리 국익 안정 상대적 중시 대법원장 임명 동의 표결 차이 대통령 지명 임명동의안 정기승 대법원장 임명 동의 평민 민주당 반대 당론 공화당 자유투표 부결 대법원장 인준 국회 부결 집권 세력 청와대 민정당 정국 중심 대통령 이틀 이일규 판사 대법원장 지명 국회 동의 요청 공화당 대통령 인사권 존중 사법질서 안정 당론 찬성표 연말 임명동의안 강영훈 국무총리 임명 동의 평민 민주당 절차 문제점 반대 총리 임명 대통령 정국 안정 측면 판단 찬성 방침 공조 개별 사안 집권당 협조 정치방식 임명 동의 처리 여야 공동 정치 여소 야소 국민 생활 이상변전 안정 바탕 진취 발전 보장 국가 보안법 폐지 논란 목소리 그해 문익환 목사 임수경 여대 서경원 의원 통일운동 자처 불법 북한 구속 주장 보안법 폐지 고개 김씨 보안법 폐지 형법 수용 요구 국가 기본 소리 일반 사람 보안법 생활 곤란 제한 북한 보안법 폐지 반대 보안법 개폐 논란 국회 국회 최대 청산 해법 단계 전두환 부정 재산 반환 국민 사과 노태우 대통령 국민 이해 결단 뒷수습 화합 차원 마무리 원인 당사자들 사죄 납득 조치 피해자들 용서 해원 수순 평소 비리 척결 전두환 사과 부정 재산 환수 요구 사법처리 반대 처지 생이불여사 만큼 관용 용서 처벌 전두환 장학재단 서산목장 제주 감귤 농원 부정축재 개인재산 둔갑 부패 정치인 인물 전두환 년 생각 분노 마음 한구석 요구 청산 사회 전반 전두환 체포조 자처 학생들 전두환 서울 연희동 습격 전두환 부부 서울 올림픽 사과 의사 재산 헌납 강원 인제 백담사 유배 유배 청산 절정 청문회 국회 출석 전두환 증인 의석 살인마 전두환 소리 명패 증언 소동 청문회 난장판 결국 자정 전두환 답변 청문회 용두사미 전두환 스님 관용 제의 정국 청산 지연 국가 에너지 청문회 이튿날 공화당 신년 얘기 슈베르트 악장 교향곡 생애 교향곡 실패 전씨 증언 미흡 사실 공 역사 평가 미완 정치권 경제도약 정치안정 최선 년 청산 정치적 종결 입장 표명 역사관 공과 구분 평가 전두환 정권 재임 서울 올림픽 유치 무역 수지 흑자 기록 성과 한국 임기 퇴임 대통령 기록 대통령 역대 한국 혁명 변고 임기 이승만 대통령 하야 박정희 대통령 부하 발작증 배신 최규하 대통령 중간 전두환 부정 정국 청산 정리 여소 야대 정치 대변신 예비 부결 정기승 대법원장 임명 동의 년 여소야대 정국 풍경 집약적 사건 헌정 사상 대통령 지명 대법원장 후보 임명동의안 국회 부결 후보 정기승 대법원장 공주 출신 서울대 법대 공 전두환 대통령 대법관 출범 노태우 정부 민주 열기 사법부 소장 판사 사법 개혁 성명 사법파동 김용철 대법원장 사퇴 대통령 정기승 후임 내정 대한변협 민변 공 인사 대표 코드 판결 외압 흔적 반대운동 정리 전영기 최준호 전두환 공 대법원장 여소야대 김씨 보안법 서울 임명동의안 정기승 김 청문회 공화당 신민주공화당 노태우 김종필 한국 김영삼 김대중
박근혜정부,이해,속 끓는 유력 대권주자들 벌써 검증 긴장 앵커 대선 주자들에 대한 검증은 언제 시작될까요 요즘 차기 대선 주자로 꼽히는 유력 정치인들이 여러 구설과 당내 갈등으로 속앓이를 하고 있는데 벌써 혹독한 검증이 시작됐다는 관측도 나오고 있습니다 김선중 기자의 보도입니다 기자 새누리당 김무성 대표는 갑작스레 불거진 둘째 사위 마약 전력이 시빗거리가 되고 있습니다 특히 상습 마약 복용 혐 유력 대권 주자 검증 긴장 앵커 대선 주자 검증 시작 요즘 요즘 대선 주자 유력 정치인 구설 당내 갈등 속앓이 검증 시작 관측 김선중 보도 대표 새누리당 김무성 전력 사위 마약 시빗거리 상습 마약 복용 혐의 형량 논란 국감 여야 공방 김정훈 새누리당 정책위 의장 법원 요새 정치 부탁 불이익 야당 정치 공세 자제 서영교 새정치민주연합 의원 실형 집행유예 상습투약 검찰 항소 대표 새정치연합 문재인 당내 갈등 격화 리더십 위기 카드 정면 돌파 주류 비노 갈등 조짐 감정 싸움 문재인 새정치연합 대표 개인 정치 입지 계산 계파 이해관계 탈당 분당 얘기 행위 안철수 새정치연합 의원 혁신안 통과 관심 통과 내년 총선 승리 확률 논란 아들 병역 제기 박원순 서울 시장 시장 당장 의혹 제기 언론사 시민단체 고소 방어막 논란 해소 잠재적 대선 주자 사무총장 반기문 유엔 친인척 파문 성완종 게이트 연루 의혹 주자들 유력 대권 주자 논란 유력 주자 검증 시작 해석 새누리당 새정치연합 문재인 박원순 이해관계 성완종 김선중 비노 반기문 김무성 주자들 집행유예 분당 시민단체 서영교
박근혜정부,조직,조 집중탐구 러시아 팀컬러 끈끈한 젊은피 해외파 없어 더 무섭다 국내파라 쉽다는 생각은 금물이다 내년 브라질월드컵 첫 상대인 러시아 랭킹 위 월 일 는 국내파 위주로 짜였으나 막강한 전력을 자랑한다 해외에서 뛰는 선수가 많아야 강팀이라는 말은 최소한 러시아 대표팀엔 통하지 않는다 지난해 월부터 러시아 지휘봉을 잡은 파비오 카펠로 감독 이 역발상의 용병술을 부렸다 기량이 뛰어난 해외파 러시아 팀컬러 해외파 국내파 생각 금물 내년 브라질월드컵 상대 러시아 랭킹 위 월 국내파 위주 막강 전력 자랑 해외 선수 강팀 최소 러시아 대표 월 러시아 지휘봉 감독 파비오 카펠로 역발상 용병술 기량 해외파 러시아 대 중반 선수들 중용 서로 조직력 결과 러시아 조 월드컵 유럽 예선 승 무 패 기록 포르투갈 년 본선 무대 강 신화 월드컵 한국 조직력 무기 한국 부담 러시아 저력 수비 유럽 예선 경기 골 러시아 매치 경기 소화 이그나셰비치 중앙 수비수 세르게이 알렉세이 베레주츠키 모스크바 핵심 러시아 자랑 철벽 수문장 이고르 아킨페예프 모스크바 년 호흡 짠물 수비 자랑 지난달 아랍에미리트 한국 평가전 골 주전 비교 대상 월드컵 차원 상대 판단 맞대결 준비 러시아 카펠로 감독 성향 승리 지상주의 자신 축구 철학 강팀 체면 선수비 후역습 전략 자유자재 구사 전설적 명감독 카펠로 스승 사키 카펠로 축구 승리 카펠로 축구 평가 정도 카펠로 감독 레알 마드리드 정규 리그 우승 년 비운 결과 중요 대표팀 러시아 약점 경험 부족 선수들 주축 대회 경험 국내파 위주 남미 유럽 무대 경험 선수 대다수 경기 한국전 적응 어려움 가능성 쿠이아바 날씨 습도 한국 유리 요소 러시아 카펠로 한국 국내파 유럽 세르게이 조직력 강팀 해외파 모스크바 이그나셰비치 선수들 파비오 대표팀 아랍에미리트 자유자재 가능성 쿠이아바 아킨페예프 모스크바 포르투갈 이고르 위 후역습 베레주츠키 무 패 수문장 경기 마드리드 용병술
박근혜정부,조직,조성하 전문기자의 그림엽서 올림픽 유산 그건 지속 가능한 발전 엽서의 이곳은 프랑스 알프스의 발디제르 해발 로 프랑스 사부아 주 타렌테즈 계곡에 있다 년 알베르빌 겨울올림픽의 주 무대이자 남자 활강 경기가 열렸던 스키마을이다 멀리로 댐과 설원이 보이는데 이 케이블카로 오르는 솔레즈 봉 의 산악과 이어진다 그래서 산정에서 스키를 타고 봉우리 두 개만 넘으면 갈 수 있다 그리고 그 올림픽 유산 지속 가능 발전 엽서 프랑스 알프스 발디제르 해발 계곡 프랑스 사부아 타렌테즈 겨울올림픽 알베르빌 겨울 올림픽 무대 경기 남자 활강 스키마을 설원 케이블카 솔레즈 산악 산정 스키 봉우리 너머 스키마을 티뉴 발디제르 티뉴 거대 스키장 리프트 케이블카 스키 지하철 포함 설원 총연장 스키 트레일 커버 에스파스 킬리 일주일 슬로프 섭렵 짐작 스키 마니아 킬리 이름 기억 프랑스 번째 겨울 올림픽 그르노블 대회 관왕 스키 영웅 장클로드 킬리 킬리 발디제르 티뉴 년 영웅 이름 역사상 프랑스 스키 역사 올림픽 대업 기념 스키 발디제르 킬리 년 알베르빌 겨울 올림픽 공동조직위원장 킬리 덕분 에스파스 킬리 올림픽 무대 등극 발디제르 이달 개장 준비 숙소 티뉴 클라레 티뉴 클럽메드 스키 승용차 발디제르 방문 년 방문 몽블랑 샤모니 세계 최대 스키장 트루아발레 프랑스 스키장 프랑스 알프스 취재 발디제르 티뉴 스키 스키장 변화 마을 년 마을 올림픽 샤네아크 건축가 장루이 대대적 건축 확장 샬레 전통 목조 주택 산악마을 고풍 유지 규모 이젠 타운 전통 샬레 고풍 분위기 유지 고급 계곡 진입로 고층 호텔 티뉴 티뉴 클라레 마을 예전 클럽메드 호텔 규모 산악마을 티뉴 트루아발레 발토랑스 스키마을 배쯤 이달 미슐랭 출신 셰프 음식 제공 클럽메드 럭셔리 빌리지 발토랑스 센세이션 개장 변화 시사 스키마을 프랑스 알프스 지속적 투자 알베르빌 겨울 올림픽 유산 몽블랑 몽블랑 타렌테즈 계곡 고속 철도 테제베 산중 스키마을 도로 접근성 알베르빌 올림픽 경기 타렌테즈 계곡 스키마을 올림픽 수단 국제 관광 마케팅 적극 활용 전략 예상 적중 국제자본 투자 파라디스키 레자크 라플라뉴 스키마을 트루아발레 메리벨 쿠르슈벨 발토랑스 스키마을 에스파스 킬리 발디제르 티뉴 스키마을 세계 명소 부각 타렌테즈 계곡 숙박일 기록 만큼 방문객 투자 지속적 부동산 면적 부동산 평균 추세 년 년 죄악시 시각 난개발 티뉴 호텔 주인 증명 올림픽 원래 장사 적자 달러 그중 지역민 장사 여부 평창 성공 올림픽 관광수입 평가 올림픽 유산 지속 가능 발전 올림픽 발디제르 프랑스 스키마을 프랑스 티뉴 발디제르 킬리 알베르빌 스키장 몽블랑 트루아발레 클럽메드 타렌테즈 알프스 발토랑스 테제베 부동산 케이블카 설원 에스파스 겨울올림픽
박근혜정부,조직,딤프 전용 공연장 후원사 제도 필요 대구국제뮤지컬페스티벌 딤프 이 세계적인 축제로 도약하기 위해서는 질적 성장에 집중해야 한다는 제안이 나왔다 대구경북연구원 오동욱 사회문화연구실 연구위원은 일 최고경영자 브리핑을 통해 딤프 주년 아시아를 넘어 세계 최고를 향하여 라는 논문을 발표했다 딤프는 년 동안 작품 편 국외 편 국내 편 을 딤프 전용 공연장 후원사 제도 대구경북연구원 오동욱 위원 제안 대구국제뮤지컬페스티벌 세계적 축제 도약 성장 집중 제안 대구경북연구원 오동욱 사회 문화 연구실 위원 최고 경영자 브리핑 딤프 주년 아시아 세계 최고 딤프 년 작품 국외 편 공연 연구위원 년 추진 조직 전문 확보 전용 공연장 재정 안정 제도 공식 후원사 제도 확대 해외 교류 아트마켓 강화 아트마켓 제시 딤프 중심 설립 글로벌 뮤지컬 발전 협의회 딤프 아카데미 상설 운영 제안 일 어워즈 딤프 시상식 영국 금발 대상 존스 여주인공 루시 여우주연상 러시아 감브리누스 거리 악사 연기 세르게이 에르덴코 남우주연상 수상 대학생 뮤지컬페스티벌 대상 레미제라블 공연 세대 공연 예술학 딤프 주년 기념 최고 스타상 최정원 뮤지컬 배우 딤프 아트마켓 공연장 오동욱 연구위원 대구경북연구원 루시 여주인공 주년 후원사 세르게이 에르덴코 남우주연상 감브리누스 대학생 러시아 경영자 여우주연상 영국 대구
박근혜정부,책임,떠날 때도 돌아올 때도 뜬금 김태호 여 최고위원 사퇴 후 상황 변화 없는데도 일 만에 복귀 새누리당 김태호 최고위원 사진 이 일 최고위원직 사퇴 의사를 번복하고 직무에 복귀했다 지난달 일 국회가 밥만 축내고 있다 뜬금 김태호 최고위원 새누리당 김태호 최고 위원 최고 위원 사퇴 의사 번복 직무 복귀 국회 지난달 사퇴 선언 최고 정론관 이날 국회 기자회견 혁신 쇄신 지도부 요청 외면 최고 위원 사퇴 정확 의도 파악 주위 복귀 명분 국정 감사 기간 일정 국회 본회의 통과 경제 활성 법안 촉구 사퇴 상황 변화 사퇴 번복 여당 최고 위원 처신 빈축 의식 사퇴 즉흥적 돌발적 비판 대한민국 정치 대표 책임 통탄 사퇴 선언 최고 새누리당 지도부 본인 최고 위원 복귀 요청 부탁 최고 위원회 최고 위원 복귀 요청 공식 의결 최고위원 지도부 김태호 새누리당 본회의 대한민국 돌발적 기자회견 위원회 정론관
박근혜정부,책임,사설 가당치 않은 지식 절도범 교육장관 송광용 신임 청와대 교육문화수석비서관에 이어 김명수 교육부 장관 후보자까지 표절 논란에 휩싸이고 있다 다른 자리도 아니고 우리나라 교육을 책임지는 최고위직이라는 점에서 충격이 크다 두 사람 모두 자신이 지도한 제자의 논문을 학술지에 실으면서 자신을 제 저자 제자를 제 저자로 올렸다 제자의 연구성과를 자신의 업적인 양 포장한 것이다 한국대학 지식 절도범 교육장관 송광용 신임 청와대 교육 문화 수석 비서관 김명수 교육부 장관 후보자 표절 논란 자리 우리나라 교육 최고위직 충격 사람 자신 지도 제자 학술지 자신 제 저자 제자 제 저자 제자 연구성과 자신 업적 포장 한국대학교육협의회 유사도 표절 후보자 제자 일치 수석 유사도 변명 여지 표절 사람 변명 제자 학술지 게재 지도교수 고마움 제 저자 후보자 제자 학술지 게재 교수 이름 요청 수석 표절 변명 방식 대학원 지도교수 학생 정도 생살여탈권 절대 존재 학생 요청 핑계 제 저자 제 저자 교수 실적 평가 연구력 지표 좌우 사람 제자 가능성 사람 학술지 무렵 송자 연세대 총장 김병준 청와대 정책 실장 표절 의혹 교육 장관 자리 탈락 표절 중대 하자 절감 감행 교육계 수장 자리 욕심 무지 후보자 김병준 교육부 총리 낙마 한나라당 나경원 대변인 표절 의혹 교육 노력 교수분 국민 양심 논평 사람 청와대 국회의원 보좌진 며칠 인력 첨단장비 동원 청와대 검증 극도 무능 철면피 박근혜 대통령 정상 관행 문제들 추상 사람 비정상 정상화 청와대 후보자 김병준 학술지 유사도 교육부 제 저자 교육장관 한나라당 지도교수 송광용 김명수 박근혜 첨단장비 철면피 생살여탈 연구력 생살여탈권 보좌진 연세대 송자 문제들 절도범 정상화 나경원 한국대학교육협의회 대학원 국회의원 교육계 비정상 대변인
박근혜정부,책임,선거구 무효 사태에 김대년 획정위원장 사퇴 국회의원 선거구 획정위원회 김대년 위원장이 선거구 무효 사태에 대한 책임을 지고 오늘 사퇴했습니다 김 위원장은 여야 합의 없이 독자적으로 선거구를 획정하는 것은 불가능하다며 여야 동수로 구성된 획정위원 추천 방식과 의결 정족수 등 제도 개선을 촉구했습니다 중앙선거관리위원회는 오는 일 전체회의를 열어 예비후보의 선거운동 허용과 등록신청 접수 재개 등의 사태 선거구 무효 사퇴 김대년 획정 위원장 위원장 국회의원 선거구 획정 위원회 김대년 사태 선거구 무효 책임 사퇴 위원장 여야 합의 독자적 선거구 획정 불가능 여야 동수 구성 방식 획정 위원 추천 의결 정족수 제도 개선 촉구 중앙선거관리위원회 회의 예비후보 선거 운동 허용 재개 등록 신청 접수 중점 논의 계획 김대년 선거구 위원장 위원회 예비후보 중앙선거관리위원회 정족수 독자적 불가능 국회의원 획정 접수 선거 허용 추천 여야 무효 사퇴 재개 방식 논의 개선 촉구 예비 제도 회의 후보 중점 중앙 등록 의결 신청 구성
박근혜정부,취업,집중진단 끊이지 않는 비리 사슬 교피아 커넥션 앵커 멘트 교육부 고위 공무원 상당수는 퇴직 후에 대학으로 자리를 옮기고 있습니다 대학들이 교육부 고위 퇴직자들을 서로 모시려는 것은 교육부의 막강한 행정적 재정적 영향력 때문인데요 교육부 마피아 이른바 교피아 커넥션 이라는 말이 생길 정도입니다 이어서 이경진 기자입니다 리포트 구속된 김 전 대변인이 뇌물 수수 혐의를 받는 시점에 근무했 비리 사슬 교피아 커넥션 앵커 멘트 교육부 고위 공무원 퇴직 대학 자리 대학들 퇴직자들 교육부 고위 퇴직자 교육부 막강 행정적 재정 영향력 교육부 마피아 교피 커넥션 정도 이경진 리포트 구속 대변인 혐의 뇌물 수수 시점 근무 교육부 대학 정책실 년 일반대 전문대 여 대학 정책 총괄 부처 핵심 조직 대학 평가 조 예산 대학 지원 대학들 대학정책실 중요 로비 대상 녹취 음성변조 대학 관계자 음성 변조 구조 개혁 정원 감축 국책 사업 연결 중앙 분들 학교 학교 정책 년 년 전문대 편의 각종 행정 금품 교육부 간부 구속 교육 공무원 사학 재단 유착 사회 정부 퇴직 교육 공무원 사립대학 법인 총장 이사 재취업 심사 규정 강화 사립대 교수 교원 예외 인터뷰 이수연 대학교육연구소 연구원 대학 직책 중요 교육부 직책 작용 교피아 척결 사립대 대학교수 대상 취업 제한 포함 년 교육부 퇴직 재취업 급 공무원 공무원 대학 총장 교수 자리 교육부 공무원 교피아 사립대 전문대 영향력 재취업 이경진 관계자 정책실 여 대학들 이수연 분들 일반대 교피 대변인 대학교수 대학교육연구소 사립대학
박근혜정부,취업,시 뉴스 인 남성남 별세 년대 풍미 희극인은 영상의뢰 동현피디가 의뢰함 맞춤법 검사 완료 앵커 년대를 풍미했던 코미디언 남성남 씨가 어제 별세 코미디계가 큰 슬픔에 잠겼는데요 격동의 시기였던 년대 서민들의 애환을 달래고 웃음을 선사했던 희극인들은 누가 있는지 원로 코미디언 한무 씨 모시고얘기 나눠보겠습니다 질문 먼저 남성남 선생님의 갑작스러운 비보에많이 놀라셨겠다 가장 먼 남성남 별세 년대 풍미 희극인 영상 의뢰 동현피디 의뢰 맞춤법 검사 앵커 년대 풍미 코미디언 남성남 별세 코미디계 슬픔 격동 서민 애환 웃음 선사 희극인들 한무 얘기 원로 코미디언 한무 질문 남성남 선생 비보 소식 선생님 기억 코미디언 남성남 그래픽 코미디계 데뷔 남철 남성남 데뷔 콤비 풍미 세 출연 향년 별세 질문 선생님 코미디언들 원로 코미디언 총출동 콘서트 남성남 공연 공연 영광 예술의전당 원로 코미디언 총출동 이날 공연 남성남 한무 김영하 이용식 엄용수 유성 서우락 시대 풍미 원로 코미디언 가수 참여 질문 남성남 남철 대표적 명콤비 남성 코미디언 이름 남철 남성남 년 남철 죽음 비통 가슴 아내 느낌 심경 남성남 남철 성격 기름 성격 호흡 찰떡궁합 무대 호흡 질문 남성남 생전 뇌졸중 뇌졸중 오른쪽 마비 무대 화제 남성남 판단 아내 뇌졸중 개월 프로그램 섭외 남편 상황 남편 연예인 무대 생각 뇌졸중 진단 개월 무대 개월 본격적 시작 질문 남성남 남철 구봉서 배삼룡 콤비 한국 코미디 콤비 개그 이끈 세대 질문 한국 코미디 전설 배삼룡 남성남 향년 타계 생전 병원비 퇴원 코미디계 어른 자리 지병 흡인 폐렴 서울 아산병원 입원치료 당대 풍미 최고 코미디언 사업실패 투병생활 경제 고통 병원 병원 특실 입원료 진료비 지불 소송 사정 세상 비실이 그래픽 배삼룡 코미디언 데뷔 몸개그 원조 한국 찰리 채플린 폐렴 출연 흡인 세 입원 향년 타계 그래픽원 코미디언 구봉서 배삼룡 지기 배삼룡 사망 년 병원비 퇴원 모습 눈물 주체 질문 자 유행어 우연 기회 코미디언 케이스 해방 년 구봉서 아코디언 길거리 태평양악극단 단장 김용환 구봉서 악사 오인 캐스팅 아코디언 연주자 바람 사흘 구봉서 코미디 악기 공연 그래픽구봉서 악극단 생활 시작 영화배우 데뷔 여 구봉서 영화배우 데뷔 영화배우 구봉서 명성 여 영화 출연 질문 구봉서 희극인 인물 서영춘도 서영춘 극장 간판 희극배우 변신 케이스 서영춘 국도극장 선전부 취업 그림 미술 배우 출연 무대 공연 인연 배우 그래픽서영춘극장 간판 희극배우 출세 변신 영화 남주나 데뷔유행어 인천 앞바다 사이다 인생갑 단골손님 코미디 영화 봉서 송해 출연 별세 질문 년대 풍미 희극인 이기동 이기동 최고 코미디언 구봉서 활동 부탁 무대 그래픽 이기동 중반 장교 전역 코미디언 구봉서 무대 활동 땅딸이 별명 닭다리 인기 유행어 별세 질문 년대 서민들 위안 웃음 선사 요즘 코미디언 후배 원로 코미디언 요즘 후배들 남성남 구봉서 남철 배삼룡 유행어 희극인 한국 영화배우 한무 세 이기동 코미디계 서영춘 병원비 대한민국 개월 선생님 진료비
박근혜정부,취업,퇴직 공직자 재취업 민간 전문가 손에 맡긴다 앵커 지난주 출범한 인사혁신처가 관피아 척결 을 위해 과감한 시동을 내걸었습니다 퇴직공직자의 재취업을 심사하는 취업심사과장 직위를 민간에 개방하는 등 혁신처내 개 직위를 민간 전문가들로 채우기로 했습니다 이선아 기자가 보도합니다 기자 공직자윤리법은 공직자가 퇴직한 이후 년 동안 퇴직전 년간 소속됐던 부서와 관련있는 업체 재취업 퇴직 공직자 민간 전문가 앵커 지난주 출범 인사혁신처 관피아 척결 시동 퇴직공직자 재취업 심사 취업 심사 과장 직위 민간 개방 직위 혁신처 민간 전문가 이선아 보도 공직자윤리법 공직자 퇴직 년 퇴직전 소속 부서 업체 취업 규정 민관유착 특혜 로비 가능 차단 심사 탈락 실효 논란 세월 참사 관피아 대두 퇴직 공직자 심사 지적 출범 인사혁신처 퇴직 공직자 심사 총괄 취업 심사 과장 직위 민간 개방 취업심사과장 퇴직 공직자 민간기업 취업 연관성 업무 연관 심사 승인 여부 결정 직위 공무원 민간 전문가 채용 공무원 제식구 관피아 낙하산 논란 해소 사회 각계각층 공직후보자 발굴 차관 임용 지원 인재정보기획관 민간 개방 과장급 인재정보담당관 혁신처 직위 민간 전문가 민간 충원 직위 발굴 혁신처 인력 가량 외부 경쟁 직위 운영 방침 설명 출범 일주일 혁신처 파격적 시도 공직사회 새바람 주목 혁신처 공직자 관피아 전문가 취업심사과장 퇴직전 공무원 이선아 재취업 새바람 민관유착 인재정보기획관 연관성 공직사회 각계각층 공직후보자 인사혁신처 공직자윤리법 후보자 퇴직공직자 인재정보담당관 담당관 기획관 제식구 일주일 과장급 민간기업
